Customer ID,Order Date,Order Amount,Product Category,Signup Date,Last Active Date
CUST_0729,2024-07-24,292.55,Sweets,2024-06-11,2024-09-19
CUST_0814,2024-01-12,384.8,Fish,2024-01-11,2024-02-22
CUST_0761,2024-03-30,47.26,Fruits,2024-02-18,2024-05-20
CUST_0160,2024-05-20,474.52,Meat,2024-05-17,2024-05-22
CUST_0788,2024-11-06,49.41,Wines,2024-02-27,2024-11-17
CUST_0733,2023-06-01,15.04,Wines,2023-05-19,2023-07-06
CUST_0349,2024-01-13,251.9,Sweets,2023-11-04,2024-08-16
CUST_0468,2023-03-19,329.68,Fish,2023-03-04,2024-07-26
CUST_0889,2024-05-22,248.99,Gold,2023-01-25,2024-06-11
CUST_0072,2023-11-09,409.19,Wines,2023-08-03,2023-12-29
CUST_0805,2024-01-15,93.22,Sweets,2023-09-06,2024-08-21
CUST_0179,2024-08-10,385.68,Sweets,2024-04-02,2024-08-28
CUST_0324,2024-09-14,79.25,Sweets,2023-08-02,2024-10-03
CUST_0271,2023-06-29,104.6,Meat,2023-06-24,2023-08-28
CUST_0224,2023-12-11,-377.21,Meat,2023-07-17,2024-10-10
CUST_0444,2023-06-13,76.34,Sweets,2023-02-03,2024-02-15
CUST_0734,2023-10-13,441.81,Sweets,2023-07-16,2023-10-15
CUST_0044,2024-03-11,23.06,Wines,2024-03-01,2024-04-08
CUST_0699,2024-06-23,311.74,Fruits,2024-04-06,2024-07-10
CUST_0318,2024-03-12,33.44,Meat,2024-03-08,2024-03-19
CUST_0252,2023-02-15,187.58,Meat,2023-01-12,2023-11-01
CUST_0934,2024-07-18,456.74,Gold,2024-03-22,2024-11-20
CUST_0638,2024-06-18,57.86,Wines,2024-06-04,2024-07-13
CUST_0071,2023-09-10,216.78,Gold,2023-08-13,2024-06-02
CUST_0532,2024-08-23,448.12,Meat,2024-04-27,2024-11-01
CUST_0098,2023-07-12,209.2,Wines,2023-03-24,2024-09-23
CUST_0800,2024-02-01,211.17,Fruits,2024-01-29,2024-04-27
CUST_0904,2023-10-14,149.99,Wines,2023-09-24,2024-01-28
CUST_0551,2023-04-16,249.57,Wines,2023-04-15,2023-06-20
CUST_0003,2024-10-05,326.06,Gold,2024-04-15,2024-10-29
CUST_0007,2023-06-29,355.24,Sweets,2023-04-18,2023-11-08
CUST_0023,2023-03-24,342.17,Fruits,2023-03-15,2023-05-29
CUST_0296,2023-10-20,302.2,Sweets,2023-09-16,2024-01-21
CUST_0934,2024-05-06,200.49,Sweets,2024-03-22,2024-11-20
CUST_0982,2023-11-29,352.78,Fruits,2023-09-05,2024-05-14
CUST_0877,2023-08-14,72.85,Gold,2023-05-20,2024-09-07
CUST_0546,2024-07-08,356.81,Meat,2024-06-06,2024-07-10
CUST_0967,2023-05-04,410.66,Gold,2023-03-13,2023-12-29
CUST_0150,2024-01-23,325.8,Fish,2024-01-21,2024-02-07
CUST_0607,2024-01-05,118.84,Fruits,2023-09-15,2024-02-07
CUST_0251,2024-08-30,238.78,Sweets,2024-04-30,2024-11-08
CUST_0372,2024-01-07,111.18,Gold,2023-11-14,2024-05-20
CUST_0557,2024-02-24,165.87,Meat,2024-02-13,2024-08-08
CUST_0660,2024-08-11,155.12,Gold,2023-06-17,2024-09-21
CUST_0358,2024-06-15,305.94,Meat,2024-06-07,2024-10-16
CUST_0707,2024-06-06,321.39,Fruits,2024-05-29,2024-06-17
CUST_0612,2024-06-17,27.89,Wines,2023-11-14,2024-10-21
CUST_0533,2023-09-20,40.02,Fish,2023-07-23,2024-01-11
CUST_0784,2024-01-11,104.34,Meat,2023-12-15,2024-03-22
CUST_0193,2023-12-09,272.16,Wines,2023-11-02,2024-06-09
CUST_0240,2024-02-26,412.79,Gold,2024-01-03,2024-04-13
CUST_0120,2024-06-13,248.18,Fish,2024-06-13,2024-07-14
CUST_0707,2024-05-30,274.81,Wines,2024-05-29,2024-06-17
CUST_0593,2023-07-16,50.38,Gold,2023-05-31,2024-10-02
CUST_0786,2024-01-25,120.52,Sweets,2023-12-17,2024-03-06
CUST_0462,2023-09-20,23.53,Meat,2023-09-18,2024-03-20
CUST_0436,2024-04-11,11.25,Sweets,2023-03-10,2024-07-08
CUST_0948,2023-09-25,275.48,Fruits,2023-05-28,2023-12-29
CUST_0726,2023-10-30,359.5,Gold,2023-10-17,2023-10-31
CUST_0001,2023-08-22,413.92,Fruits,2023-03-02,2023-08-24
CUST_0874,2024-08-23,345.02,Fish,2023-10-16,2024-10-04
CUST_0741,2024-01-26,435.55,Gold,2023-09-25,2024-09-24
CUST_0109,2023-04-22,185.99,Gold,2023-04-06,2023-09-20
CUST_0205,2023-05-16,117.51,Gold,2023-04-27,2023-06-10
CUST_0820,2024-05-01,488.5,Gold,2024-03-01,2024-07-09
CUST_0908,2024-02-15,49.15,Sweets,2023-12-14,2024-04-06
CUST_0551,2023-06-01,326.18,Wines,2023-04-15,2023-06-20
CUST_0725,2023-06-03,158.33,Gold,2023-02-25,2023-06-07
CUST_0268,2024-04-05,83.15,Gold,2023-03-25,2024-10-30
CUST_0402,2023-11-18,401.74,Fruits,2023-10-04,2024-07-27
CUST_0413,2023-07-20,463.07,Fruits,2023-07-08,2024-01-01
CUST_0175,2024-02-27,47.52,Sweets,2023-10-05,2024-04-14
CUST_0919,2023-12-17,215.08,Fish,2023-12-09,2023-12-18
CUST_0388,2024-05-14,259.49,Sweets,2023-05-23,2024-05-26
CUST_0686,2024-04-04,75.92,Sweets,2024-03-06,2024-11-27
CUST_0879,2024-08-11,229.33,Sweets,2024-03-25,2024-11-22
CUST_0836,2024-01-03,39.65,Fish,2023-07-29,2024-11-01
CUST_0675,2024-05-06,135.5,Fruits,2024-05-02,2024-09-30
CUST_0505,2024-07-11,244.48,Fish,2024-05-17,2024-07-18
CUST_0828,2024-07-31,98.54,Gold,2024-06-07,2024-08-31
CUST_0853,2024-02-11,64.55,Gold,2023-11-07,2024-05-18
CUST_0483,2023-10-05,407.9,Wines,2023-01-20,2024-03-09
CUST_0871,2023-06-04,357.41,Fish,2023-05-20,2023-09-26
CUST_0503,2023-08-27,306.5,Fruits,2023-07-27,2023-08-30
CUST_0813,2023-11-06,105.61,Wines,2023-04-17,2024-02-07
CUST_0838,2023-06-23,140.18,Sweets,2023-05-11,2023-11-08
CUST_0749,2024-06-11,110.68,Fish,2024-03-28,2024-08-15
CUST_0140,2024-04-05,107.27,Gold,2023-12-03,2024-11-28
CUST_0683,2023-07-14,433.25,Fish,2023-06-30,2024-06-23
CUST_0796,2023-11-29,284.91,Fish,2023-06-07,2024-07-31
CUST_0768,2023-12-21,355.21,Fish,2023-07-19,2024-01-31
CUST_0036,2024-03-21,423.14,Fruits,2024-03-09,2024-03-27
CUST_0323,2024-09-15,133.48,Sweets,2024-05-23,2024-10-06
CUST_0431,2024-10-07,337.22,Meat,2023-12-22,2024-11-23
CUST_0960,2024-04-07,380.21,Fruits,2024-04-04,2024-07-07
CUST_0576,2024-02-08,31.88,Gold,2023-12-24,2024-02-24
CUST_0725,2023-05-21,226.95,Fish,2023-02-25,2023-06-07
CUST_0798,2024-06-07,373.51,Sweets,2024-02-16,2024-06-27
CUST_0274,2024-05-02,-171.24,Fruits,2023-09-26,2024-05-17
CUST_0902,2024-06-22,247.6,Gold,2024-05-22,2024-10-12
CUST_0689,2024-04-30,171.03,Wines,2024-03-23,2024-09-28
CUST_0898,2024-06-29,54.79,Fish,2024-06-22,2024-07-03
CUST_0153,2024-09-02,343.09,Wines,2024-04-12,2024-09-04
CUST_0430,2024-09-06,367.33,Gold,2024-06-08,2024-11-09
CUST_0713,2023-12-04,-272.99,Meat,2023-04-09,2024-10-15
CUST_0273,2023-12-24,44.94,Fruits,2023-12-16,2024-01-02
CUST_0940,2024-08-13,139.47,Sweets,2024-04-24,2024-11-11
CUST_0350,2024-01-07,396.61,Fish,2023-08-01,2024-03-26
CUST_0704,2023-05-07,13.79,Fruits,2023-04-09,2023-06-19
CUST_0280,2023-08-16,366.38,Gold,2023-08-16,2024-06-01
CUST_0409,2024-10-06,259.15,Wines,2023-03-02,2024-11-23
CUST_0448,2024-09-22,63.14,Gold,2024-06-03,2024-09-30
CUST_0164,2024-03-02,392.81,Fruits,2023-12-12,2024-05-14
CUST_0181,2024-04-22,147.93,Sweets,2024-04-15,2024-09-23
CUST_0562,2023-10-12,219.77,Meat,2023-02-09,2024-01-23
CUST_0435,2023-06-16,21.14,Fruits,2023-06-01,2024-01-21
CUST_0956,2024-07-02,492.87,Gold,2024-05-16,2024-07-03
CUST_0376,2023-12-04,184.86,Fish,2023-08-17,2023-12-10
CUST_0178,2024-08-28,187.81,Sweets,2024-01-28,2024-09-06
CUST_0429,2024-01-02,370.5,Gold,2023-09-04,2024-03-09
CUST_0022,2023-11-16,60.67,Sweets,2023-11-03,2024-06-18
CUST_0769,2024-02-22,85.85,Meat,2024-01-27,2024-03-25
CUST_0525,2023-01-14,269.83,Fish,2023-01-14,2023-01-16
CUST_0824,2024-06-01,124.19,Fish,2024-01-29,2024-11-11
CUST_0843,2024-03-18,488.33,Wines,2023-10-16,2024-07-15
CUST_0952,2024-03-21,63.1,Fruits,2024-03-01,2024-03-26
CUST_0636,2023-12-30,115.93,Meat,2023-12-21,2024-03-22
CUST_0908,2024-03-21,388.36,Sweets,2023-12-14,2024-04-06
CUST_0327,2023-10-06,318.54,Meat,2023-01-06,2024-11-13
CUST_0855,2024-09-22,255.59,Fruits,2024-04-29,2024-10-11
CUST_0740,2024-09-06,498.49,Wines,2023-12-21,2024-10-14
CUST_0942,2023-06-14,133.15,Fruits,2023-06-05,2023-07-12
CUST_0306,2023-08-04,244.25,Fruits,2023-04-24,2024-09-01
CUST_0837,2024-02-09,380.12,Wines,2023-11-27,2024-07-08
CUST_0633,2023-12-18,200.29,Sweets,2023-10-13,2024-01-20
CUST_0848,2024-05-29,272.94,Sweets,2024-01-11,2024-11-26
CUST_0654,2023-12-14,238.11,Gold,2023-12-13,2023-12-14
CUST_0774,2024-06-02,261.44,Meat,2024-02-26,2024-07-22
CUST_0364,2023-12-31,292.39,Fruits,2023-12-19,2024-04-12
CUST_0643,2024-02-19,221.19,Gold,2024-01-17,2024-05-02
CUST_0882,2024-03-16,42.46,Meat,2024-02-25,2024-06-18
CUST_0571,2024-02-09,10.72,Sweets,2024-01-29,2024-02-09
CUST_0475,2023-04-15,130.44,Wines,2023-04-15,2023-04-16
CUST_0350,2023-09-12,135.81,Fish,2023-08-01,2024-03-26
CUST_0039,2024-06-21,210.48,Wines,2024-06-09,2024-09-26
CUST_0299,2023-11-29,40.59,Gold,2023-07-06,2024-08-13
CUST_0086,2023-10-14,494.37,Sweets,2023-03-30,2023-10-22
CUST_0221,2024-09-02,471.05,Wines,2024-05-25,2024-11-25
CUST_0062,2023-04-19,21.18,Wines,2023-03-21,2023-05-09
CUST_0149,2024-03-10,18.35,Sweets,2023-03-08,2024-05-19
CUST_0609,2023-10-27,200.89,Fish,2023-04-22,2023-12-14
CUST_0585,2023-08-01,277.19,Wines,2023-05-17,2023-08-29
CUST_0280,2024-02-19,456.08,Meat,2023-08-16,2024-06-01
CUST_0209,2024-03-08,356.54,Wines,2024-03-05,2024-04-06
CUST_0737,2023-12-08,451.53,Sweets,2023-12-02,2024-06-12
CUST_0683,2023-12-27,272.86,Fish,2023-06-30,2024-06-23
CUST_0636,2024-03-15,165.14,Meat,2023-12-21,2024-03-22
CUST_0001,2023-05-01,467.83,Sweets,2023-03-02,2023-08-24
CUST_0082,2024-05-06,209.44,Wines,2024-05-04,2024-05-26
CUST_0155,2024-02-28,-94.09,Gold,2023-09-07,2024-09-24
CUST_0393,2023-05-29,314.11,Wines,2023-01-29,2023-08-02
CUST_0693,2023-03-18,167.22,Wines,2023-03-10,2023-11-03
CUST_0809,2023-05-14,434.54,Gold,2023-02-28,2023-09-23
CUST_0969,2024-04-21,378.03,Meat,2024-03-23,2024-10-31
CUST_0142,2023-09-16,428.12,Fish,2023-08-19,2023-10-06
CUST_0357,2024-03-24,342.84,Wines,2023-03-24,2024-03-30
CUST_0259,2024-07-10,137.15,Meat,2024-01-17,2024-07-10
CUST_0576,2023-12-28,104.48,Fruits,2023-12-24,2024-02-24
CUST_0034,2023-10-26,185.55,Fruits,2023-10-02,2024-11-10
CUST_0417,2024-02-29,180.93,Sweets,2024-01-08,2024-07-27
CUST_0587,2023-07-03,277.64,Wines,2023-05-27,2023-08-05
CUST_0288,2024-08-01,184.14,Fruits,2024-05-16,2024-08-09
CUST_0329,2023-12-03,396.15,Fruits,2023-02-20,2024-09-23
CUST_0184,2023-06-12,74.09,Wines,2023-06-10,2023-06-12
CUST_0027,2024-01-24,463.41,Wines,2024-01-15,2024-02-13
CUST_0826,2023-10-12,385.45,Fruits,2023-06-13,2024-07-26
CUST_0650,2024-02-03,376.12,Fruits,2024-01-06,2024-08-21
CUST_0626,2023-12-30,233.49,Fruits,2023-12-23,2024-07-26
CUST_0612,2024-01-31,169.07,Meat,2023-11-14,2024-10-21
CUST_0564,2023-07-30,86.9,Fruits,2023-01-04,2024-08-28
CUST_0414,2023-10-27,118.65,Gold,2023-09-23,2023-11-19
CUST_0549,2024-07-04,237.57,Fruits,2024-06-27,2024-07-05
CUST_0595,2023-02-15,230.57,Sweets,2023-02-01,2023-03-05
CUST_0780,2024-08-04,96.64,Fruits,2023-04-30,2024-08-21
CUST_0224,2023-11-14,310.85,Gold,2023-07-17,2024-10-10
CUST_0799,2024-06-21,490.34,Fish,2023-11-17,2024-10-03
CUST_0401,2024-06-05,427.98,Wines,2024-04-10,2024-09-10
CUST_0116,2024-09-24,486.71,Meat,2024-03-17,2024-11-09
CUST_0182,2023-07-13,396.85,Wines,2023-02-02,2024-05-01
CUST_0125,2023-09-01,209.48,Fish,2023-07-13,2023-09-11
CUST_0957,2024-01-01,177.36,Sweets,2023-12-02,2024-01-13
CUST_0545,2024-01-28,478.82,Sweets,2023-10-24,2024-04-30
CUST_0914,2024-07-14,44.45,Sweets,2024-04-18,2024-07-19
CUST_0907,2023-11-23,437.37,Meat,2023-02-24,2024-04-12
CUST_0147,2024-03-24,203.44,Gold,2024-03-11,2024-05-14
CUST_0679,2024-04-26,118.68,Fish,2023-09-29,2024-05-12
CUST_0728,2023-08-01,422.51,Meat,2023-06-09,2023-09-27
CUST_0075,2024-06-26,71.37,Sweets,2023-05-29,2024-11-23
CUST_0660,2023-10-05,301.62,Meat,2023-06-17,2024-09-21
CUST_0325,2024-02-01,-258.85,Fruits,2024-01-12,2024-02-17
CUST_0865,2023-04-02,481.33,Fruits,2023-03-21,2023-04-21
CUST_0840,2024-06-02,168.35,Sweets,2024-04-14,2024-06-06
CUST_0268,2023-06-20,69.84,Meat,2023-03-25,2024-10-30
CUST_0934,2024-09-08,134.88,Wines,2024-03-22,2024-11-20
CUST_0367,2024-02-01,317.59,Fruits,2024-01-19,2024-03-09
CUST_0879,2024-08-12,450.75,Fruits,2024-03-25,2024-11-22
CUST_0515,2024-10-20,377.58,Fruits,2024-04-12,2024-11-19
CUST_0482,2024-01-30,335.25,Sweets,2023-12-19,2024-03-17
CUST_0962,2024-08-31,324.7,Sweets,2023-11-12,2024-10-06
CUST_0460,2024-06-02,12.83,Fruits,2024-04-17,2024-08-17
CUST_0618,2024-06-23,192.94,Sweets,2024-05-03,2024-07-10
CUST_0787,2024-07-21,338.72,Fruits,2024-06-19,2024-09-12
CUST_0582,2024-02-08,86.7,Gold,2024-02-08,2024-02-11
CUST_0100,2024-01-02,-191.35,Gold,2023-12-06,2024-05-20
CUST_0306,2024-06-08,135.06,Fish,2023-04-24,2024-09-01
CUST_0618,2024-05-20,127.19,Sweets,2024-05-03,2024-07-10
CUST_0546,2024-06-09,280.78,Meat,2024-06-06,2024-07-10
CUST_0522,2024-01-11,490.74,Fruits,2023-05-12,2024-06-04
CUST_0652,2023-08-14,356.07,Wines,2023-04-24,2023-09-29
CUST_0522,2024-05-31,452.67,Gold,2023-05-12,2024-06-04
CUST_0700,2024-03-09,73.89,Sweets,2024-02-28,2024-03-25
CUST_0425,2023-06-21,134.65,Sweets,2023-06-13,2023-09-10
CUST_0899,2024-09-15,218.08,Fruits,2024-04-22,2024-09-29
CUST_0268,2023-07-08,412.98,Sweets,2023-03-25,2024-10-30
CUST_0031,2023-07-27,402.45,Gold,2023-06-18,2023-09-22
CUST_0631,2023-08-12,460.07,Sweets,2023-07-23,2023-11-07
CUST_0869,2023-12-06,332.59,Sweets,2023-03-10,2024-01-01
CUST_0032,2024-05-16,344.79,Wines,2024-02-20,2024-06-03
CUST_0015,2024-06-22,206.62,Sweets,2024-06-21,2024-08-07
CUST_0102,2023-08-16,19.2,Gold,2023-05-16,2023-08-28
CUST_0531,2023-09-10,285.39,Gold,2023-01-30,2024-03-16
CUST_0905,2024-03-23,57.63,Meat,2024-03-19,2024-04-08
CUST_0294,2023-12-25,194.23,Gold,2023-10-18,2023-12-27
CUST_0333,2024-08-11,392.01,Fish,2024-02-21,2024-09-03
CUST_0613,2024-01-10,346.6,Meat,2023-08-29,2024-04-12
CUST_0992,2024-03-31,105.21,Gold,2023-02-01,2024-08-22
CUST_0502,2023-11-22,144.39,Fish,2023-10-15,2024-04-06
CUST_0027,2024-02-07,-292.26,Gold,2024-01-15,2024-02-13
CUST_0834,2024-04-30,202.55,Sweets,2024-02-17,2024-10-07
CUST_0763,2024-06-02,165.71,Gold,2023-07-03,2024-07-24
CUST_0424,2023-09-11,135.51,Gold,2023-08-30,2024-05-03
CUST_0519,2024-02-13,145.05,Meat,2023-10-16,2024-11-22
CUST_0145,2024-04-25,303.8,Fruits,2024-03-18,2024-06-15
CUST_0078,2024-05-06,350.35,Fish,2024-05-01,2024-10-15
CUST_0961,2023-02-20,44.49,Fish,2023-01-29,2023-02-25
CUST_0818,2023-10-27,250.95,Wines,2023-08-12,2023-10-27
CUST_0405,2023-12-21,432.98,Fish,2023-04-11,2024-05-19
CUST_0415,2023-09-18,172.24,Wines,2023-03-21,2024-06-14
CUST_0785,2023-06-12,259.96,Sweets,2023-05-27,2023-12-04
CUST_0821,2024-07-31,167.1,Fish,2024-06-23,2024-10-13
CUST_0170,2024-03-12,121.74,Gold,2024-01-04,2024-04-07
CUST_0750,2024-06-20,178.13,Wines,2024-05-31,2024-06-28
CUST_0514,2023-04-13,315.96,Sweets,2023-04-03,2023-07-24
CUST_0206,2023-03-26,496.63,Fruits,2023-02-28,2024-10-27
CUST_0704,2023-06-08,284.98,Wines,2023-04-09,2023-06-19
CUST_0352,2024-07-30,146.47,Fruits,2024-01-08,2024-08-11
CUST_0283,2023-06-29,414.94,Fruits,2023-06-29,2023-07-02
CUST_0728,2023-09-03,209.22,Fruits,2023-06-09,2023-09-27
CUST_0463,2023-12-25,161.06,Fruits,2023-12-24,2024-02-01
CUST_0764,2023-05-29,411.48,Fish,2023-05-09,2023-06-25
CUST_0818,2023-08-12,93.31,Sweets,2023-08-12,2023-10-27
CUST_0294,2023-12-15,230.04,Wines,2023-10-18,2023-12-27
CUST_0830,2024-03-08,-396.98,Sweets,2023-12-16,2024-07-18
CUST_0732,2023-10-22,316.05,Fish,2023-08-09,2023-12-28
CUST_0313,2024-04-30,170.21,Wines,2023-11-16,2024-06-09
CUST_0728,2023-08-27,171.41,Fruits,2023-06-09,2023-09-27
CUST_0591,2024-02-23,322.64,Fish,2023-09-20,2024-06-18
CUST_0074,2024-09-13,354.12,Sweets,2024-05-06,2024-10-12
CUST_0309,2023-08-31,336.29,Fruits,2023-08-26,2024-06-19
CUST_0539,2024-06-25,-239.14,Wines,2023-12-09,2024-09-24
CUST_0761,2024-03-09,164.68,Gold,2024-02-18,2024-05-20
CUST_0989,2024-01-25,407.49,Wines,2024-01-16,2024-01-30
CUST_0138,2023-03-09,75.58,Wines,2023-01-16,2023-07-22
CUST_0267,2023-11-27,430.53,Gold,2023-10-22,2024-03-19
CUST_0470,2023-05-15,393.38,Fruits,2023-04-26,2023-05-16
CUST_0374,2024-05-26,337.87,Wines,2024-05-01,2024-07-23
CUST_0979,2024-01-20,32.7,Fish,2024-01-14,2024-06-03
CUST_0665,2024-01-10,250.16,Meat,2024-01-09,2024-04-09
CUST_0140,2024-11-20,434.65,Sweets,2023-12-03,2024-11-28
CUST_0549,2024-07-02,320.53,Meat,2024-06-27,2024-07-05
CUST_0893,2023-12-08,488.24,Fruits,2023-03-31,2024-09-06
CUST_0611,2024-05-28,21.43,Meat,2024-05-06,2024-08-08
CUST_0874,2023-11-13,347.68,Fruits,2023-10-16,2024-10-04
CUST_0458,2023-06-22,493.77,Meat,2023-03-06,2023-09-22
CUST_0317,2023-05-23,-54.99,Wines,2023-01-19,2023-09-25
CUST_0889,2023-11-28,135.82,Meat,2023-01-25,2024-06-11
CUST_0911,2023-05-18,402.71,Wines,2023-05-09,2023-07-17
CUST_0931,2023-02-11,-199.06,Fish,2023-02-07,2024-06-12
CUST_0366,2024-02-25,328.7,Fruits,2023-02-04,2024-10-30
CUST_0356,2023-08-05,73.2,Gold,2023-02-08,2024-01-23
CUST_0732,2023-11-26,225.76,Fish,2023-08-09,2023-12-28
CUST_0421,2023-07-10,346.5,Sweets,2023-06-22,2024-11-23
CUST_0260,2024-03-01,290.21,Fish,2023-10-10,2024-11-09
CUST_0762,2024-07-10,379.42,Gold,2024-04-14,2024-10-07
CUST_0191,2023-09-03,249.51,Fruits,2023-04-05,2024-01-31
CUST_0404,2023-10-06,141.7,Fruits,2023-05-15,2023-10-13
CUST_0154,2023-06-08,274.21,Gold,2023-06-03,2023-06-17
CUST_0575,2024-04-08,251.12,Sweets,2023-07-31,2024-05-08
CUST_0190,2023-12-10,114.42,Meat,2023-10-26,2024-01-13
CUST_0475,2023-04-15,232.84,Fish,2023-04-15,2023-04-16
CUST_0672,2024-05-19,357.18,Wines,2024-05-08,2024-05-22
CUST_0770,2023-12-10,393.86,Meat,2023-09-28,2024-02-17
CUST_0185,2023-09-21,110.54,Gold,2023-03-19,2023-10-31
CUST_0695,2024-04-10,163.77,Fruits,2024-04-01,2024-06-03
CUST_0192,2024-03-25,-389.4,Gold,2023-10-31,2024-07-17
CUST_0048,2024-02-13,377.17,Wines,2023-02-11,2024-11-03
CUST_0626,2024-02-13,423.34,Fruits,2023-12-23,2024-07-26
CUST_0834,2024-06-15,235.16,Sweets,2024-02-17,2024-10-07
CUST_0292,2023-10-04,-364.23,Sweets,2023-09-27,2023-10-10
CUST_0687,2024-03-10,323.49,Wines,2023-11-27,2024-04-15
CUST_0707,2024-06-06,98.31,Gold,2024-05-29,2024-06-17
CUST_0486,2023-12-28,254.82,Sweets,2023-06-30,2024-03-08
CUST_0492,2023-09-19,485.24,Fruits,2023-04-13,2024-04-22
CUST_0316,2024-06-26,332.62,Fruits,2024-05-28,2024-07-26
CUST_0421,2024-03-18,325.09,Fruits,2023-06-22,2024-11-23
CUST_0014,2024-07-13,427.78,Fish,2024-05-08,2024-08-29
CUST_0930,2024-02-23,70.56,Gold,2023-10-14,2024-03-13
CUST_0029,2024-01-19,-348.49,Fish,2023-12-27,2024-02-25
CUST_0729,2024-06-28,390.65,Fruits,2024-06-11,2024-09-19
CUST_0930,2023-12-14,48.0,Sweets,2023-10-14,2024-03-13
CUST_0548,2024-07-13,285.29,Fruits,2023-09-14,2024-10-12
CUST_0827,2023-12-04,168.98,Fish,2023-07-06,2024-02-02
CUST_0210,2024-03-31,295.17,Meat,2023-06-25,2024-07-05
CUST_0391,2024-05-21,235.76,Sweets,2024-05-16,2024-10-26
CUST_0436,2024-05-31,101.72,Meat,2023-03-10,2024-07-08
CUST_0849,2024-03-18,483.75,Fruits,2023-05-13,2024-03-26
CUST_0011,2024-01-03,74.0,Fish,2023-07-07,2024-01-12
CUST_0925,2023-09-16,354.7,Fruits,2023-03-30,2024-01-08
CUST_0349,2024-02-06,237.6,Meat,2023-11-04,2024-08-16
CUST_0120,2024-06-28,204.91,Wines,2024-06-13,2024-07-14
CUST_0987,2024-04-25,378.93,Meat,2023-10-04,2024-10-10
CUST_0605,2023-08-31,117.08,Fish,2023-08-07,2024-01-20
CUST_0203,2024-03-15,309.77,Fish,2024-01-31,2024-03-19
CUST_0088,2023-07-13,365.78,Gold,2023-06-23,2024-02-26
CUST_0539,2024-03-01,100.17,Gold,2023-12-09,2024-09-24
CUST_0173,2024-04-03,38.53,Sweets,2024-03-22,2024-05-10
CUST_0152,2024-05-16,334.91,Wines,2023-08-09,2024-05-17
CUST_0960,2024-06-03,327.45,Sweets,2024-04-04,2024-07-07
CUST_0048,2023-06-07,31.1,Wines,2023-02-11,2024-11-03
CUST_0335,2023-07-30,242.34,Wines,2023-03-25,2024-02-20
CUST_0377,2023-09-24,235.42,Fruits,2023-03-30,2023-10-10
CUST_0921,2023-07-13,311.36,Wines,2023-02-04,2024-06-22
CUST_0320,2024-03-28,101.6,Meat,2024-03-19,2024-07-19
CUST_0647,2024-03-02,373.82,Fish,2024-02-07,2024-05-07
CUST_0203,2024-03-05,120.23,Fish,2024-01-31,2024-03-19
CUST_0406,2024-01-11,363.42,Wines,2023-02-27,2024-05-07
CUST_0219,2024-06-07,312.8,Fruits,2023-06-08,2024-09-26
CUST_0320,2024-05-30,257.72,Gold,2024-03-19,2024-07-19
CUST_0557,2024-02-21,448.01,Wines,2024-02-13,2024-08-08
CUST_0592,2024-04-04,25.0,Sweets,2023-12-22,2024-07-29
CUST_0052,2023-05-24,238.15,Wines,2023-03-30,2023-07-31
CUST_0137,2023-06-21,449.8,Wines,2023-05-22,2023-11-15
CUST_0774,2024-05-13,99.43,Sweets,2024-02-26,2024-07-22
CUST_0309,2024-01-18,395.98,Fish,2023-08-26,2024-06-19
CUST_0104,2023-05-28,54.54,Fish,2023-05-14,2023-06-01
CUST_0357,2023-04-17,479.01,Fish,2023-03-24,2024-03-30
CUST_0354,2023-05-10,104.96,Meat,2023-03-09,2023-12-25
CUST_0560,2024-01-31,353.47,Gold,2023-01-27,2024-08-25
CUST_0959,2023-06-30,433.51,Meat,2023-04-01,2023-09-28
CUST_0484,2023-06-09,481.65,Gold,2023-05-24,2023-09-08
CUST_0345,2024-03-01,194.65,Wines,2023-04-08,2024-07-28
CUST_0417,2024-02-14,179.98,Meat,2024-01-08,2024-07-27
CUST_0549,2024-06-30,112.35,Fruits,2024-06-27,2024-07-05
CUST_0918,2024-04-30,487.56,Wines,2023-12-05,2024-09-20
CUST_0461,2023-10-24,485.23,Gold,2023-10-22,2023-11-17
CUST_0409,2024-05-14,187.53,Meat,2023-03-02,2024-11-23
CUST_1000,2024-03-16,221.88,Fish,2023-09-15,2024-03-29
CUST_0928,2024-01-19,497.0,Sweets,2023-04-06,2024-06-01
CUST_0356,2023-06-09,93.68,Fish,2023-02-08,2024-01-23
CUST_0336,2023-11-28,180.41,Sweets,2023-11-17,2023-12-01
CUST_0122,2024-06-17,201.6,Gold,2024-06-16,2024-07-08
CUST_0290,2024-01-24,397.61,Meat,2023-12-11,2024-11-21
CUST_0200,2024-10-11,213.48,Fish,2024-06-30,2024-10-14
CUST_0583,2023-05-26,101.96,Wines,2023-05-23,2023-06-19
CUST_0449,2023-04-20,109.91,Gold,2023-04-03,2023-04-29
CUST_0788,2024-07-05,-492.98,Gold,2024-02-27,2024-11-17
CUST_0913,2024-09-07,180.83,Sweets,2024-06-09,2024-12-01
CUST_0223,2023-02-09,32.19,Sweets,2023-01-15,2023-02-10
CUST_0119,2023-07-25,143.35,Meat,2023-03-12,2024-01-15
CUST_0826,2024-05-19,244.26,Sweets,2023-06-13,2024-07-26
CUST_0103,2023-01-27,352.32,Fruits,2023-01-06,2023-03-12
CUST_0742,2023-08-26,56.91,Sweets,2023-07-03,2024-02-29
CUST_0604,2024-06-06,16.1,Meat,2024-03-09,2024-08-18
